"Timestamp","Meal Type","Gender","Which days do you go to the Cafeteria the most? ","Preferred sessions ","Favorite meal"
"2020/10/02 7:12:49 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi"
"2020/10/02 7:33:43 AM GMT+1","Lunch, Dinner","Female","Thursday","Evening","Jellof rice"
"2020/10/02 7:35:48 AM GMT+1","Lunch, Dinner","Female","Saturday","Afternoon","Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi"
"2020/10/02 8:21:25 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Thursday;Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Moi moi with pap, oat, custard"
"2020/10/02 8:43:09 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Fried potatoes with egg sauce, stew"
"2020/10/02 8:47:19 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Plain rice with stew, gbadun"
"2020/10/02 9:00:45 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Monday;Friday;Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/02 9:03:12 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun"
"2020/10/02 9:06:07 AM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Friday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/02 9:07:06 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/02 9:09:29 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/02 9:10:36 AM GMT+1","Lunch, Dinner","Male","Sunday;Tuesday;Thursday;Saturday","Afternoon","Moi moi with pap, oat, custard"
"2020/10/02 9:55:05 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg"
"2020/10/02 10:00:57 AM GMT+1","Lunch, Dinner","Female","Monday","Afternoon","Akara with pap, oat, custard"
"2020/10/02 1:06:34 PM GMT+1","Lunch, Dinner","Female","Monday;Tuesday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun"
"2020/10/02 1:59:14 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Tuesday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
"2020/10/02 5:46:58 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Monday;Thursday;Friday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/02 6:02:29 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Tuesday;Friday;Saturday","Afternoon","Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard"
"2020/10/02 6:07:17 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Wednesday;Friday;Saturday","Afternoon","Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain"
"2020/10/02 6:35:29 PM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Friday;Saturday","Evening","Plain spaghetti and stew with boiled egg"
"2020/10/02 7:53:50 PM GMT+1","Breakfast, Dinner.","Female","Saturday","Evening","Fried yam with egg sauce, stew"
"2020/10/02 8:28:19 PM GMT+1","Lunch, Dinner","Female","Friday;Saturday","Afternoon","Fried potatoes with egg sauce, stew"
"2020/10/02 8:28:19 PM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Jellof rice;Jellof spaghetti with boiled egg"
"2020/10/02 8:28:51 PM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Friday","Afternoon","Fried potatoes with egg sauce, stew;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/02 8:30:18 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/02 8:32:40 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
"2020/10/02 9:09:12 PM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/02 9:10:33 PM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried yam with egg sauce, stew"
"2020/10/02 9:21:40 PM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice"
"2020/10/02 9:34:06 PM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
"2020/10/02 10:00:29 PM GMT+1","Lunch, Dinner","Male","Sunday;Saturday","Afternoon","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/02 10:04:16 PM GMT+1","Lunch, Dinner","Male","Sunday;Friday;Saturday","Morning","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 3:01:09 AM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Friday","Afternoon","Fried potatoes with egg sauce, stew;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 8:31:06 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Saturday","Morning","Akara with pap, oat, custard"
"2020/10/03 8:31:12 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Saturday","Morning","Akara with pap, oat, custard"
"2020/10/03 8:31:19 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Fried potatoes with egg sauce, stew"
"2020/10/03 8:31:27 AM GMT+1","Breakfast, Lunch.","Male","Sunday;Monday;Wednesday;Thursday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Moi moi with pap, oat, custard"
"2020/10/03 8:31:33 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Porridge beans, plain beans and stew with plantain"
"2020/10/03 8:32:05 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Wednesday;Thursday;Saturday","Evening","Fried yam with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:32:11 AM GMT+1","Lunch, Dinner","Male","Sunday","Afternoon","Jellof rice"
"2020/10/03 8:32:37 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:33:00 AM GMT+1","Lunch, Dinner","Male","Wednesday","Evening","Fried yam with egg sauce, stew"
"2020/10/03 8:33:20 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Wednesday;Thursday;Friday;Saturday","Evening","Fried yam with egg sauce, stew;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 8:33:25 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Wednesday;Thursday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Moi moi with pap, oat, custard"
"2020/10/03 8:34:17 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Wednesday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Porridge yam, plain yam and stew;Porridge beans, plain beans and stew with plantain;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:34:42 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Friday;Saturday","Afternoon","Jellof rice;Moi moi with pap, oat, custard"
"2020/10/03 8:35:19 AM GMT+1","Breakfast, Lunch.","Male","Saturday","Evening","Moi moi with pap, oat, custard"
"2020/10/03 8:35:21 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Jellof rice;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg;Moi moi with pap, oat, custard"
"2020/10/03 8:37:14 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 8:39:38 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Saturday","Morning","Jellof rice;Akara with pap, oat, custard"
"2020/10/03 8:40:02 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 8:40:31 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Saturday","Afternoon","Plain rice with stew, gbadun"
"2020/10/03 8:40:38 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Jellof rice"
"2020/10/03 8:40:42 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice"
"2020/10/03 8:41:09 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Wednesday;Thursday;Saturday","Afternoon","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:41:51 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg;Moi moi with pap, oat, custard"
"2020/10/03 8:42:08 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 8:42:38 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 8:44:02 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Tuesday;Wednesday;Thursday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 8:44:45 AM GMT+1","Lunch, Dinner","Male","Sunday;Wednesday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:44:48 AM GMT+1","Lunch, Dinner","Male","Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:46:36 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
"2020/10/03 8:46:54 AM GMT+1","Lunch, Dinner","Female","Thursday","Evening","Fried rice;Plain rice with stew, gbadun"
"2020/10/03 8:46:58 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Monday;Wednesday;Saturday","Evening","Fried potatoes with egg sauce, stew;Porridge beans, plain beans and stew with plantain;Akara with pap, oat, custard"
"2020/10/03 8:47:09 AM GMT+1","Lunch, Dinner","Female","Thursday;Saturday","Evening","Jellof spaghetti with boiled egg"
"2020/10/03 8:47:38 AM GMT+1","Lunch, Dinner","Male","Tuesday;Thursday;Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 8:47:59 AM GMT+1","Lunch, Dinner","Female","Monday;Thursday;Saturday","Afternoon","Fried rice;Plain rice with stew, gbadun"
"2020/10/03 8:48:22 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Tuesday;Thursday","Morning","Akara with pap, oat, custard"
"2020/10/03 8:48:56 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Wednesday;Thursday;Saturday","Afternoon","Fried yam with egg sauce, stew;Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard"
"2020/10/03 8:49:02 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Monday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:49:18 AM GMT+1","Lunch, Dinner","Male","Tuesday;Wednesday;Saturday","Evening","Jellof rice;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:49:45 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 8:51:31 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice"
"2020/10/03 8:51:48 AM GMT+1","Lunch, Dinner","Male","Sunday;Saturday","Evening","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg"
"2020/10/03 8:52:12 AM GMT+1","Lunch, Dinner","Male","Tuesday;Wednesday;Thursday;Saturday","Evening","Jellof rice;Jellof spaghetti with boiled egg"
"2020/10/03 8:52:30 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Monday","Morning","Fried yam with egg sauce, stew;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 8:53:07 AM GMT+1","Breakfast, Lunch.","Male","Thursday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 8:54:10 AM GMT+1","Lunch, Dinner","Female","Monday;Wednesday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Moi moi with pap, oat, custard"
"2020/10/03 8:54:50 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 8:55:09 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Thursday","Morning","Akara with pap, oat, custard"
"2020/10/03 8:55:38 AM GMT+1","Lunch, Dinner","Female","Monday;Wednesday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 8:58:49 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 8:59:19 AM GMT+1","Lunch, Dinner","Female","Sunday","Afternoon","Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard"
"2020/10/03 8:59:40 AM GMT+1","Lunch, Dinner","Female","Monday;Tuesday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 9:01:36 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 9:01:56 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Saturday","Evening","Fried yam with egg sauce, stew;Jellof rice;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 9:02:41 AM GMT+1","Lunch, Dinner","Male","Thursday","Afternoon","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 9:02:50 AM GMT+1","Lunch, Dinner","Female","Saturday","Afternoon","Plain rice with stew, gbadun"
"2020/10/03 9:03:24 AM GMT+1","Breakfast, Dinner.","Female","Tuesday","Morning","Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 9:03:42 AM GMT+1","Lunch, Dinner","Female","Tuesday;Thursday;Friday","Afternoon","Fried rice;Jellof rice;Porridge yam, plain yam and stew;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 9:07:51 AM GMT+1","Lunch, Dinner","Female","Wednesday;Friday;Saturday","Afternoon","Porridge beans, plain beans and stew with plantain"
"2020/10/03 9:09:35 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Saturday","Evening","Jellof rice"
"2020/10/03 9:09:36 AM GMT+1","Lunch, Dinner","Female","Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice"
"2020/10/03 9:13:07 AM GMT+1","Lunch, Dinner","Female","Thursday;Saturday","Evening","Jellof rice;Semovita, poundo, eba with okra, egusi"
"2020/10/03 9:13:59 AM GMT+1","Lunch, Dinner","Female","Tuesday;Thursday;Saturday","Evening","Porridge beans, plain beans and stew with plantain"
"2020/10/03 9:14:07 AM GMT+1","Lunch, Dinner","Male","Thursday","Evening","Fried rice;Jellof rice"
"2020/10/03 9:21:12 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Monday;Tuesday;Wednesday;Thursday;Saturday","Evening","Plain rice with stew, gbadun"
"2020/10/03 9:22:00 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Saturday","Evening","Fried rice;Jellof rice"
"2020/10/03 9:24:10 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 9:24:47 AM GMT+1","Lunch, Dinner","Female","Sunday;Monday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
"2020/10/03 9:30:59 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Fried yam with egg sauce, stew"
"2020/10/03 9:31:25 AM GMT+1","Lunch, Dinner","Male","Tuesday","Evening","Plain rice with stew, gbadun"
"2020/10/03 9:34:03 AM GMT+1","Breakfast, Lunch, Dinner.","Female","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 9:40:38 AM GMT+1","Lunch, Dinner","Male","Tuesday","Evening","Jellof spaghetti with boiled egg"
"2020/10/03 9:42:28 AM GMT+1","Lunch, Dinner","Female","Thursday;Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain"
"2020/10/03 9:42:49 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Jellof rice"
"2020/10/03 9:43:20 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Thursday","Afternoon","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 9:49:58 AM GMT+1","Lunch, Dinner","Female","Sunday;Saturday","Evening","Porridge beans, plain beans and stew with plantain"
"2020/10/03 9:50:01 AM GMT+1","Lunch, Dinner","Female","Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice"
"2020/10/03 9:50:03 AM GMT+1","Lunch, Dinner","Male","Monday;Saturday","Afternoon","Jellof rice"
"2020/10/03 9:50:18 AM GMT+1","Lunch, Dinner","Male","Monday;Thursday;Saturday","Afternoon","Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 9:51:17 AM GMT+1","Breakfast, Dinner.","Female","Tuesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Akara with pap, oat, custard"
"2020/10/03 9:54:21 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi"
"2020/10/03 9:55:55 AM GMT+1","Lunch, Dinner","Male","Saturday","Evening","Jellof rice"
"2020/10/03 9:56:18 AM GMT+1","Lunch, Dinner","Male","Monday;Wednesday;Thursday;Friday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Plain spaghetti and stew with boiled egg"
"2020/10/03 9:56:56 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Thursday;Friday;Saturday","Morning","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Semovita, poundo, eba with okra, egusi;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 9:57:39 AM GMT+1","Breakfast, Dinner.","Male","Sunday;Monday;Wednesday;Thursday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard"
"2020/10/03 10:12:45 AM GMT+1","Lunch, Dinner","Male","Monday;Tuesday;Thursday;Saturday","Evening","Jellof rice;Plain rice with stew, gbadun"
"2020/10/03 10:17:21 AM GMT+1","Lunch, Dinner","Male","Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried yam with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Porridge beans, plain beans and stew with plantain;Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 10:22:25 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Thursday","Morning","Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 10:22:54 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Thursday","Morning","Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 10:24:57 AM GMT+1","Lunch, Dinner","Female","Saturday","Afternoon","Fried potatoes with egg sauce, stew;Jellof rice"
"2020/10/03 10:25:45 AM GMT+1","Breakfast, Lunch, Dinner.","Male","Sunday;Monday;Wednesday;Thursday;Saturday","Morning","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Akara with pap, oat, custard;Moi moi with pap, oat, custard"
"2020/10/03 10:27:02 AM GMT+1","Lunch, Dinner","Male","Sunday;Tuesday;Wednesday;Thursday;Saturday","Evening","Jellof rice;Semovita, poundo, eba with okra, egusi;Jellof spaghetti with boiled egg"
"2020/10/03 10:28:13 AM GMT+1","Lunch, Dinner","Male","Saturday","Afternoon","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg"
"2020/10/03 10:31:06 AM GMT+1","Breakfast, Dinner.","Female","Sunday;Tuesday;Thursday;Saturday","Evening","Fried potatoes with egg sauce, stew;Fried rice;Jellof rice;Plain rice with stew, gbadun;Jellof spaghetti with boiled egg;Akara with pap, oat, custard"
"2020/10/03 10:34:08 AM GMT+1","Lunch, Dinner","Female","Wednesday","Evening","Fried rice"
"2020/10/03 10:42:49 AM GMT+1","Lunch, Dinner","Female","Saturday","Evening","Jellof rice"
"2020/10/03 10:45:55 AM GMT+1","Lunch, Dinner","Female","Monday;Tuesday;Thursday;Friday;Saturday","Evening","Fried rice;Jellof rice;Plain rice with stew, gbadun;Semovita, poundo, eba with okra, egusi;Plain spaghetti and stew with boiled egg;Akara with pap, oat, custard"
